strategy,workflow_file,run_id,job_id,job_name,status,conclusion,started_at,completed_at,duration_s
B,pipeline-b-parallel-cache.yml,30858519853,91835058564,SBOM (Syft),completed,success,2026-08-03T22:24:33Z,2026-08-03T22:24:45Z,12.0
B,pipeline-b-parallel-cache.yml,30858519853,91835122688,SonarCloud analysis,completed,success,2026-08-03T22:24:47Z,2026-08-03T22:25:17Z,30.0
B,pipeline-b-parallel-cache.yml,30858451718,91834845785,Tests + coverage,completed,success,2026-08-03T22:23:27Z,2026-08-03T22:23:40Z,13.0
B,pipeline-b-parallel-cache.yml,30858451718,91834845806,Lint (Ruff),completed,success,2026-08-03T22:23:27Z,2026-08-03T22:23:39Z,12.0
B,pipeline-b-parallel-cache.yml,30858451718,91834845815,Vulnerability scan (Trivy),completed,success,2026-08-03T22:23:27Z,2026-08-03T22:23:42Z,15.0
B,pipeline-b-parallel-cache.yml,30858451718,91834845871,SBOM (Syft),completed,success,2026-08-03T22:23:27Z,2026-08-03T22:23:35Z,8.0
B,pipeline-b-parallel-cache.yml,30858451718,91834901963,SonarCloud analysis,completed,success,2026-08-03T22:23:48Z,2026-08-03T22:24:08Z,20.0
B,pipeline-b-parallel-cache.yml,30858406349,91834696767,Vulnerability scan (Trivy),completed,success,2026-08-03T22:22:42Z,2026-08-03T22:22:58Z,16.0
B,pipeline-b-parallel-cache.yml,30858406349,91834696843,SBOM (Syft),completed,success,2026-08-03T22:22:42Z,2026-08-03T22:22:50Z,8.0
B,pipeline-b-parallel-cache.yml,30858406349,91834696844,Tests + coverage,completed,success,2026-08-03T22:22:48Z,2026-08-03T22:22:59Z,11.0
B,pipeline-b-parallel-cache.yml,30858406349,91834696893,Lint (Ruff),completed,success,2026-08-03T22:22:47Z,2026-08-03T22:22:58Z,11.0
B,pipeline-b-parallel-cache.yml,30858406349,91834761290,SonarCloud analysis,completed,success,2026-08-03T22:23:01Z,2026-08-03T22:23:16Z,15.0
B,pipeline-b-parallel-cache.yml,30858356814,91834541345,Lint (Ruff),completed,success,2026-08-03T22:21:57Z,2026-08-03T22:22:08Z,11.0
B,pipeline-b-parallel-cache.yml,30858356814,91834541400,Tests + coverage,completed,success,2026-08-03T22:21:56Z,2026-08-03T22:22:10Z,14.0
B,pipeline-b-parallel-cache.yml,30858356814,91834541416,SBOM (Syft),completed,success,2026-08-03T22:22:01Z,2026-08-03T22:22:10Z,9.0
B,pipeline-b-parallel-cache.yml,30858356814,91834541419,Vulnerability scan (Trivy),completed,success,2026-08-03T22:22:03Z,2026-08-03T22:22:17Z,14.0
B,pipeline-b-parallel-cache.yml,30858356814,91834594771,SonarCloud analysis,completed,success,2026-08-03T22:22:12Z,2026-08-03T22:22:30Z,18.0
B,pipeline-b-parallel-cache.yml,30858294491,91834336677,Vulnerability scan (Trivy),completed,success,2026-08-03T22:21:01Z,2026-08-03T22:21:11Z,10.0
B,pipeline-b-parallel-cache.yml,30858294491,91834336715,Tests + coverage,completed,success,2026-08-03T22:21:01Z,2026-08-03T22:21:13Z,12.0
B,pipeline-b-parallel-cache.yml,30858294491,91834336717,Lint (Ruff),completed,success,2026-08-03T22:21:03Z,2026-08-03T22:21:16Z,13.0
B,pipeline-b-parallel-cache.yml,30858294491,91834336794,SBOM (Syft),completed,success,2026-08-03T22:20:56Z,2026-08-03T22:21:06Z,10.0
B,pipeline-b-parallel-cache.yml,30858294491,91834403236,SonarCloud analysis,completed,success,2026-08-03T22:21:16Z,2026-08-03T22:21:40Z,24.0
